52,5,27,10,3000,143.718,0.0035151591,0.0002196974,7,0.0001098487,0.0003923169,0.0048490365,32.6677,40.8673,4.7508,28,0.0013966,6,0,0
55,5,23,10,5000,129.2322,0.0033038124,0.0002594617,4,0.0002940566,0.0004324362,0.0043070643,32.9194,42.3454,4.8434,22,0.0011935,5,0,0.00020757
