player1001,3244,0,0.5
player1001,2281,0,0.5
player271,1204,1,0.5
player271,2606,1,0.5
player891,3244,2,0.5
player891,2125,2,0.5
player1394,1204,3,0.5
player1394,2606,3,0.5
player2523,3244,4,0.5
player2523,2281,4,0.5
player3139,1204,5,0.5
player3139,2606,5,0.5
player2317,1204,6,0.5
player2317,2125,6,0.5
player3341,46,7,0.5
player3341,3201,7,0.5
player9,1204,8,0.5
player9,2281,8,0.5
player705,1204,9,0.5
player705,2281,9,0.5
player1671,1204,10,0.5
player1671,2606,10,0.5
player521,1204,11,0.5
player521,399,11,0.5
player3388,46,12,0.5
player3388,3201,12,0.5
player1817,3244,13,0.5
player1817,399,13,0.5
player2289,1204,14,0.5
player2289,2125,14,0.5
player2918,1204,15,0.5
player2918,2281,15,0.5
player1520,3244,16,0.5
player1520,1308,16,0.5
player402,3244,17,0.5
player402,2281,17,0.5
player3351,1204,18,0.5
player3351,3201,18,0.5
player432,3244,19,0.5
player432,2125,19,0.5
player2354,1204,20,0.5
player2354,1308,20,0.5
player28,1204,21,0.5
player28,399,21,0.5
player1303,1204,22,0.5
player1303,399,22,0.5
player3075,1204,23,0.5
player3075,2606,23,0.5
player2967,1204,24,0.5
player2967,2606,24,0.5
player2086,3244,25,0.5
player2086,399,25,0.5
player1799,3244,26,0.5
player1799,1308,26,0.5
player2946,1204,27,0.5
player2946,3048,27,0.5
player3025,3244,28,0.5
player3025,1308,28,0.5
player889,3244,29,0.5
player889,2125,29,0.5
player825,3244,30,0.5
player825,2281,30,0.5
player1126,1204,31,0.5
player1126,2281,31,0.5
player3323,1204,32,0.5
player3323,2281,32,0.5
player3386,46,33,0.5
player3386,3201,33,0.5
player2053,46,34,0.5
player2053,2606,34,0.5
player1541,963,35,0.5
player1541,2125,35,0.5
player2457,1204,36,0.5
player2457,2606,36,0.5
player801,3244,37,0.5
player801,2281,37,0.5
player2879,1204,38,0.5
player2879,2606,38,0.5
player2768,1204,39,0.5
player2768,2281,39,0.5
player1191,1204,40,0.5
player1191,399,40,0.5
player1424,1204,41,0.5
player1424,2606,41,0.5
player3058,1204,42,0.5
player3058,2281,42,0.5
player2569,1204,43,0.5
player2569,399,43,0.5
player3026,3244,44,0.5
player3026,2281,44,0.5
player2491,963,45,0.5
player2491,2281,45,0.5
ping1,235,46,0.006369426751592357
ping1,2422,46,0.006369426751592357
ping1,1942,46,0.006369426751592357
ping1,3277,46,0.006369426751592357
ping1,2118,46,0.006369426751592357
ping1,191,46,0.006369426751592357
ping1,3373,46,0.006369426751592357
ping1,775,46,0.006369426751592357
ping1,352,46,0.006369426751592357
ping1,205,46,0.006369426751592357
ping1,3077,46,0.006369426751592357
ping1,967,46,0.006369426751592357
ping1,624,46,0.006369426751592357
ping1,163,46,0.006369426751592357
ping1,1831,46,0.006369426751592357
ping1,3205,46,0.006369426751592357
ping1,1309,46,0.006369426751592357
ping1,1162,46,0.006369426751592357
ping1,367,46,0.006369426751592357
ping1,2315,46,0.006369426751592357
ping1,649,46,0.006369426751592357
ping1,3314,46,0.006369426751592357
ping1,2321,46,0.006369426751592357
ping1,2216,46,0.006369426751592357
ping1,2401,46,0.006369426751592357
ping1,304,46,0.006369426751592357
ping1,115,46,0.006369426751592357
ping1,1348,46,0.006369426751592357
ping1,2362,46,0.006369426751592357
ping1,472,46,0.006369426751592357
ping1,2986,46,0.006369426751592357
ping1,1758,46,0.006369426751592357
ping1,273,46,0.006369426751592357
ping1,1500,46,0.006369426751592357
ping1,2126,46,0.006369426751592357
ping1,1155,46,0.006369426751592357
ping1,1926,46,0.006369426751592357
ping1,2861,46,0.006369426751592357
ping1,3358,46,0.006369426751592357
ping1,690,46,0.006369426751592357
ping1,208,46,0.006369426751592357
ping1,1392,46,0.006369426751592357
ping1,3050,46,0.006369426751592357
ping1,1068,46,0.006369426751592357
ping1,1241,46,0.006369426751592357
ping1,2987,46,0.006369426751592357
ping1,1925,46,0.006369426751592357
ping1,1075,46,0.006369426751592357
ping1,821,46,0.006369426751592357
ping1,3020,46,0.006369426751592357
ping1,475,46,0.006369426751592357
ping1,682,46,0.006369426751592357
ping1,1513,46,0.006369426751592357
ping1,2765,46,0.006369426751592357
ping1,2099,46,0.006369426751592357
ping1,131,46,0.006369426751592357
ping1,1632,46,0.006369426751592357
ping1,2491,46,0.006369426751592357
ping1,2627,46,0.006369426751592357
ping1,741,46,0.006369426751592357
ping1,2833,46,0.006369426751592357
ping1,2514,46,0.006369426751592357
ping1,325,46,0.006369426751592357
ping1,2300,46,0.006369426751592357
ping1,2547,46,0.006369426751592357
ping1,2013,46,0.006369426751592357
ping1,3239,46,0.006369426751592357
ping1,2758,46,0.006369426751592357
ping1,34,46,0.006369426751592357
ping1,3110,46,0.006369426751592357
ping1,1436,46,0.006369426751592357
ping1,2311,46,0.006369426751592357
ping1,54,46,0.006369426751592357
ping1,2806,46,0.006369426751592357
ping1,1226,46,0.006369426751592357
ping1,3283,46,0.006369426751592357
ping1,1882,46,0.006369426751592357
ping1,487,46,0.006369426751592357
ping1,2499,46,0.006369426751592357
ping1,519,46,0.006369426751592357
ping1,2544,46,0.006369426751592357
ping1,1736,46,0.006369426751592357
ping1,620,46,0.006369426751592357
ping1,3011,46,0.006369426751592357
ping1,1349,46,0.006369426751592357
ping1,2827,46,0.006369426751592357
ping1,2359,46,0.006369426751592357
ping1,1739,46,0.006369426751592357
ping1,2114,46,0.006369426751592357
ping1,1440,46,0.006369426751592357
ping1,2703,46,0.006369426751592357
ping1,2141,46,0.006369426751592357
ping1,3341,46,0.006369426751592357
ping1,834,46,0.006369426751592357
ping1,3188,46,0.006369426751592357
ping1,3311,46,0.006369426751592357
ping1,2892,46,0.006369426751592357
ping1,63,46,0.006369426751592357
ping1,1090,46,0.006369426751592357
ping1,889,46,0.006369426751592357
ping1,1697,46,0.006369426751592357
ping1,2170,46,0.006369426751592357
ping1,1460,46,0.006369426751592357
ping1,826,46,0.006369426751592357
ping1,1681,46,0.006369426751592357
ping1,602,46,0.006369426751592357
ping1,3230,46,0.006369426751592357
ping1,3164,46,0.006369426751592357
ping1,3242,46,0.006369426751592357
ping1,1928,46,0.006369426751592357
ping1,1866,46,0.006369426751592357
ping1,791,46,0.006369426751592357
ping1,2600,46,0.006369426751592357
ping1,1399,46,0.006369426751592357
ping1,744,46,0.006369426751592357
ping1,745,46,0.006369426751592357
ping1,330,46,0.006369426751592357
ping1,1132,46,0.006369426751592357
ping1,7,46,0.006369426751592357
ping1,2053,46,0.006369426751592357
ping1,2946,46,0.006369426751592357
ping1,1717,46,0.006369426751592357
ping1,329,46,0.006369426751592357
ping1,284,46,0.006369426751592357
ping1,255,46,0.006369426751592357
ping1,579,46,0.006369426751592357
ping1,331,46,0.006369426751592357
ping1,3018,46,0.006369426751592357
ping1,1842,46,0.006369426751592357
ping1,146,46,0.006369426751592357
ping1,67,46,0.006369426751592357
ping1,2207,46,0.006369426751592357
ping1,1153,46,0.006369426751592357
ping1,3066,46,0.006369426751592357
ping1,2485,46,0.006369426751592357
ping1,1121,46,0.006369426751592357
ping1,2377,46,0.006369426751592357
ping1,2239,46,0.006369426751592357
ping1,3254,46,0.006369426751592357
ping1,202,46,0.006369426751592357
